-30,8198783050726;77,3842340529341
-36,0221798960363;77,3184054081013
-41,2141004424645;77,1356777790026
-46,404574138861;76,831372388037
-51,6022519132886;76,3995089624885
-56,8167076554515;75,834734129479
-62,0256279218082;75,0751847012795
-67,2174974610363;74,3484082458138
-71,7786791138045;73,5704555909924
-75,8735640538841;72,8134078256283
-79,6210029054;72,0576882159523
-83,04994220848;71,3293533250893
-86,2102484987795;70,5898371027178
-89,1884702832044;69,8632681523096
-91,8366370016272;69,2069629406335
-94,0447294822951;68,4901880087848
-96,2715448178512;68,0223929426014
-98,3147565682277;67,5883449659697
-100,218790822684;67,186628983926
-102,071522458958;66,8619854184571
-103,716982451206;66,4580321284708
-105,313282109129;66,0900911073796
-106,828463380348;65,7152939005376
-108,279627894864;65,3353187082924
-109,963144956533;65,1957924257697
-111,437820163687;64,9054776707611
-112,892518779743;64,6192152041281
-114,332846221587;64,3342542463904
-115,764312342987;64,0484008379044
-117,408292723185;63,9480127195339
-118,896153198379;63,7052532043406
-120,396565559452;63,4610349139748
-121,915209079258;63,2141537494044
-123,611483285292;63,0963737304495
-125,213757338405;62,8654970766973
-126,518307439406;62,5737478942898
-127,771558925738;62,2765943495809
-129,222479854793;62,1003097814775
-130,563130286836;61,7951271698187
-131,351176782191;61,5524531091085
-132,277091126218;61,4338856432574
-133,095340852362;61,2175149997403
-133,941057624227;60,9939935087396
-134,818098191134;60,761995191644
-135,891161513013;60,6252814091688
-136,89626199019;60,4038865115146
-137,879846645404;60,1648113970001
-138,336464813392;60,0499024763625
-138,799928093537;59,9321873903496
-139,271342157503;59,8112194635526
-139,457777420094;59,6023110871751
-139,48711477477;59,5355209426904
-139,362449684607;59,3859418991773
-138,458249703878;57,9929299574951
-137,181174580912;56,0947479932654
-135,944315951886;54,2330279084369
-134,717481305079;52,3907780974812
-133,498161039435;50,563954021115
-131,785181689908;48,1353851862055
-129,137792968875;44,7592241136869
-126,630735694574;41,4574136868483
-124,127803194147;38,1766383289844
-121,623637483358;34,909309641027
-118,849315369738;31,0150509609739
-115,382832161793;26,0997695843837
-111,575183195568;20,5182429238804
-107,23793848142;14,4971347473831
-102,638425929832;8,0526613792551
-97,4877437723552;1,36654866595111
-92,1026901737801;-5,73068468132216
-86,2438621991513;-13,1230771845845
-79,8642104282728;-20,8129196719454
-72,8705047368253;-28,7823210833736
-65,3202591209845;-37,1876996708975
-57,0026937009405;-45,9529129710455
-48,0925063876954;-54,7279137489748
-39,3432176913227;-63,3161997597285
-30,852426038052;-71,0502434136421
-22,6893264227136;-78,0778866576781
-15,0169450773465;-84,6994856091975
-7,55162256938006;-90,6845313790347
-,380382515324146;-96,1848903758888
6,38977983198632;-101,423176308952
12,9186309688534;-106,127539822685
19,0431223521278;-110,553671883151
24,7577513178546;-114,474764660854
29,8613770737606;-118,057654440178
34,0620764298578;-120,988888102353
37,3587849677446;-123,501905691178
40,6356367223994;-126,005110652677
43,9313221628423;-128,510172827649
47,2522275162197;-131,018830468981
50,1092308212418;-133,19429631897
51,9327480166536;-134,411968433398
53,7708313867639;-135,636835747028
